scenario,sku,method,T,avg_regret,std_regret,avg_regret_per_period,avg_oracle_revenue,avg_realized_revenue,relative_regret,n_trials
real_semisynth,Envelopes SKU 25,kernel_baseline,300,95.4720442874566,3.414719307807245,0.3182401476248553,3907.037781862953,3811.565737575496,0.024435915293845364,50
real_semisynth,Envelopes SKU 25,mymethod,300,51.19151101067483,3.223350789332392,0.17063837003558277,3906.1260060070263,3854.9344949963515,0.01310544281775603,50
real_semisynth,Envelopes SKU 25,dip,350,98.73289146445885,5.068631850971903,0.2820939756127396,4557.776957546069,4459.04406608161,0.0216625105581334,50
real_semisynth,Envelopes SKU 25,kernel_baseline,350,116.35764032023208,3.8853431030837053,0.3324504009149488,4558.545691945299,4442.188051625067,0.025525167056201645,50
real_semisynth,Envelopes SKU 25,mymethod,350,53.635684669774584,3.629174142257554,0.1532448133422131,4556.898004163869,4503.262319494093,0.011770218385569513,50
real_semisynth,Envelopes SKU 25,dip,400,114.97357739576545,5.98115598973402,0.2874339434894136,5208.992825953703,5094.019248557938,0.02207213202961461,50
real_semisynth,Envelopes SKU 25,kernel_baseline,400,136.47190069752102,3.842412049683872,0.34117975174380255,5209.282266372148,5072.810365674627,0.02619783181619814,50
real_semisynth,Envelopes SKU 25,mymethod,400,56.11208299071206,4.612846509438162,0.14028020747678016,5208.388131780599,5152.276048789888,0.010773406583953824,50
real_semisynth,Envelopes SKU 25,dip,450,130.88031998777257,6.904273826160159,0.29084515552838347,5860.154464518202,5729.274144530429,0.022333936891974573,50
real_semisynth,Envelopes SKU 25,kernel_baseline,450,156.93004589721576,4.128824685791501,0.3487334353271461,5860.362725621402,5703.432679724186,0.026778213780372394,50
real_semisynth,Envelopes SKU 25,mymethod,450,58.360315365938135,5.8488011190479625,0.12968958970208475,5859.343142798092,5800.982827432154,0.009960214642433202,50
real_semisynth,Envelopes SKU 25,dip,500,146.27449947473096,8.014868791815593,0.2925489989494619,6511.062136160664,6364.787636685933,0.02246553579367063,50
real_semisynth,Envelopes SKU 25,kernel_baseline,500,173.1168036934222,4.449861582769898,0.34623360738684444,6511.7499099385495,6338.633106245127,0.026585296746302084,50
real_semisynth,Envelopes SKU 25,mymethod,500,60.87536837596031,7.398427350132745,0.12175073675192062,6510.568524636951,6449.6931562609925,0.009350238484642155,50
real_semisynth,Envelopes SKU 25,dip,550,163.79172980586748,8.38565528920703,0.29780314510157724,7162.070023286617,6998.27829348075,0.022869328179327793,50
real_semisynth,Envelopes SKU 25,kernel_baseline,550,184.81720519144346,4.43499642925051,0.3360312821662608,7162.956767470771,6978.139562279327,0.025801803806879894,50
real_semisynth,Envelopes SKU 25,mymethod,550,63.26316753633939,9.026230953548996,0.11502394097516253,7161.639764817124,7098.376597280785,0.008833614872271483,50
real_semisynth,Envelopes SKU 25,dip,600,180.4860387473892,8.58578362794816,0.30081006457898196,7813.187506671441,7632.701467924049,0.023100180124088626,50
real_semisynth,Envelopes SKU 25,kernel_baseline,600,204.67011197892174,4.8873023733763254,0.3411168532982029,7813.431988307811,7608.761876328889,0.026194649455603444,50
real_semisynth,Envelopes SKU 25,mymethod,600,65.58470493366279,10.430513512985325,0.10930784155610465,7812.705279039485,7747.120574105822,0.008394621656805408,50
real_semisynth,Envelopes SKU 25,dip,650,197.40068000179565,9.043078366778674,0.3036933538489164,8464.532202790106,8267.131522788308,0.023320920196479116,50
real_semisynth,Envelopes SKU 25,kernel_baseline,650,225.2010269386697,4.8398157842057445,0.3464631183671842,8464.585217317119,8239.38419037845,0.026605087096051236,50
real_semisynth,Envelopes SKU 25,mymethod,650,68.12089879778593,12.000129349144293,0.1048013827658245,8463.820867312033,8395.69996851425,0.008048480688063046,50
real_semisynth,Envelopes SKU 25,dip,700,213.34877985949734,9.284212429438387,0.30478397122785333,9115.27117006944,8901.922390209942,0.02340564267139318,50
real_semisynth,Envelopes SKU 25,kernel_baseline,700,245.77777410270798,4.833358207258612,0.3511111058610114,9115.784278530717,8870.00650442801,0.026961780423167547,50
real_semisynth,Envelopes SKU 25,mymethod,700,70.43904660114197,12.042763903154029,0.10062720943020281,9114.660055065837,9044.221008464696,0.007728104633150048,50
real_semisynth,Envelopes SKU 26,dip,100,71.55782604944488,7.3250509949943865,0.7155782604944488,1921.7624214573725,1850.2045954079276,0.037235521545467026,50
real_semisynth,Envelopes SKU 26,kernel_baseline,100,150.84907667039548,5.507424205790056,1.5084907667039547,1921.810575099666,1770.9614984292703,0.07849320772031466,50
real_semisynth,Envelopes SKU 26,mymethod,100,72.29629815876208,7.310194579931369,0.7229629815876208,1921.7624214573725,1849.4661232986102,0.03761978970529356,50
real_semisynth,Envelopes SKU 26,dip,150,130.6327007901268,8.60845663336344,0.8708846719341786,2882.641077136536,2752.00837634641,0.04531701911355903,50
real_semisynth,Envelopes SKU 26,kernel_baseline,150,265.5644754254183,5.512027052919339,1.7704298361694555,2882.633350903864,2617.068875478446,0.0921256514784127,50
real_semisynth,Envelopes SKU 26,mymethod,150,109.60832022026818,11.362398857747369,0.7307221348017879,2882.597599843265,2772.9892796229974,0.03802414885318294,50
real_semisynth,Envelopes SKU 26,dip,200,184.62398016385643,18.03335116001572,0.9231199008192822,3843.548871832504,3658.924891668648,0.04803476847058602,50
real_semisynth,Envelopes SKU 26,kernel_baseline,200,318.00411611734773,6.701776305243798,1.5900205805867387,3843.4697237945948,3525.465607677246,0.08273881127477374,50
real_semisynth,Envelopes SKU 26,mymethod,200,144.58565098932576,12.189598946724196,0.7229282549466288,3843.4352302819634,3698.849579292637,0.03761885977683527,50
real_semisynth,Envelopes SKU 26,dip,250,232.65516188905764,27.311445334103876,0.9306206475562305,4804.390479688364,4571.735317799307,0.04842553137024548,50
real_semisynth,Envelopes SKU 26,kernel_baseline,250,384.03309684179993,9.01208647034321,1.5361323873671997,4804.360168031258,4420.327071189459,0.07993428540124833,50
real_semisynth,Envelopes SKU 26,mymethod,250,181.34298999900628,13.414665085113748,0.7253719599960251,4804.364988505932,4623.021998506926,0.03774546489137591,50
real_semisynth,Envelopes SKU 26,dip,300,303.9339801782156,28.46921936927197,1.0131132672607188,5765.262325565465,5461.328345387248,0.052718152794271216,50
real_semisynth,Envelopes SKU 26,kernel_baseline,300,498.77262426776275,9.006925199404892,1.6625754142258757,5765.207072506379,5266.434448238615,0.0865142601115497,50
real_semisynth,Envelopes SKU 26,mymethod,300,203.7294423392403,13.810667128115918,0.679098141130801,5765.235588226165,5561.506145886926,0.03533757453993711,50
real_semisynth,Envelopes SKU 26,dip,350,353.9659659983133,32.235855182757035,1.0113313314237524,6726.197177582883,6372.231211584569,0.05262497614224179,50
real_semisynth,Envelopes SKU 26,kernel_baseline,350,613.623058207789,9.035763151555162,1.75320873773654,6726.164883495561,6112.541825287772,0.0912292619696964,50
real_semisynth,Envelopes SKU 26,mymethod,350,207.35923198090967,14.47368168572328,0.5924549485168847,6726.067696989236,6518.708465008326,0.03082919193241678,50
real_semisynth,Envelopes SKU 26,dip,400,398.86145072691806,38.414508462103306,0.9971536268172951,7687.096492818794,7288.235042091877,0.05188713984526281,50
real_semisynth,Envelopes SKU 26,kernel_baseline,400,728.3432900707667,9.07399566427429,1.8208582251769168,7686.992492407695,6958.6492023369265,0.09475009775151183,50
real_semisynth,Envelopes SKU 26,mymethod,400,211.87490684674157,17.78938371490465,0.5296872671168539,7686.939601068824,7475.064694222083,0.027562972761914453,50
real_semisynth,Envelopes SKU 26,dip,450,441.4666913281298,48.99853136257463,0.9810370918402884,8647.966939366497,8206.500248038366,0.051048609970804217,50
real_semisynth,Envelopes SKU 26,kernel_baseline,450,843.1000603596344,9.131126436124502,1.8735556896880765,8647.856639745718,7804.756579386084,0.09749237244344802,50
real_semisynth,Envelopes SKU 26,mymethod,450,215.97471827391252,22.77959104720659,0.47994381838647227,8647.778040640733,8431.803322366819,0.024974590843905433,50
